EBELN,EBELP,MATNR,TXZ01,WERKS,LGORT,MENGE,MEINS,NETPR,PEINH,NETWR,BPRME,BPUMZ,BPUMN,INFNR,MWSKZ,WEPOS,REPOS,LOEKZ,ELIKZ,EKKO_BUKRS,EKKO_BSTYP,EKKO_BSART,EKKO_LIFNR,EKKO_EKORG,EKKO_EKGRP,EKKO_BEDAT,EKKO_AEDAT,EKKO_KDATB,EKKO_KDATE,EKKO_WAERS,EKKO_ZTERM,EKKO_INCO1,EKKO_INCO2,EKKO_WKURS,EKKO_KUNNR,EKKO_LLIEF,EKKO_VERKF,EKKO_LOEKZ,BANFN,BNFPO,EBAN_BSART,EBAN_TXZ01,EBAN_LGORT,EBAN_MENGE,EBAN_MEINS,EBAN_BADAT,EBAN_AFNAM,EBAN_EKGRP,EBAN_FRGRL,EBAN_FRGST,EBAN_KNTTP,EBAN_PREIS,EBAN_PEINH,EBAN_WAERS,EBAN_BEDNR,EBAN_LOEKZ,EBKN_ZEKKN,EBKN_KOSTL,EBKN_PS_PSP_PNR,EBKN_SAKTO,EBKN_KOKRS,EBKN_GSBER,EBKN_VBELN,EBKN_VBELP,EBKN_AUFNR,EBKN_ANLN1,EBKN_VKONT,EBKN_PRCTR,EBKN_FKBER,EBKN_BUKRS,EKKN_ZEKKN,EKKN_KOSTL,EKKN_PS_PSP_PNR,EKKN_SAKTO,EKKN_KOKRS,EKKN_GSBER,EKKN_VBELN,EKKN_VBELP,EKKN_AUFNR,EKKN_ANLN1,EKKN_PRCTR,EKKN_FKBER,EKKN_BUKRS,EKKN_VKONT,EKBE_ZEKKN,EKBE_VGABE,EKBE_GJAHR,EKBE_BELNR,EKBE_BUZEI,EKBE_BEWTP,EKBE_MENGE,EKBE_MEINS,EKBE_DMBTR,EKBE_WAERS,EKBE_BUDAT,EKBE_BLDAT,EKBE_SHKZG,EKBE_BWART,EKBE_MATNR,EKBE_WERKS,EKBE_LGORT,EKBE_LIFNR,MSEG_MBLNR,MSEG_MJAHR,MSEG_ZEILE,MSEG_BWART,MSEG_MATNR,MSEG_WERKS,MSEG_LGORT,MSEG_CHARG,MSEG_LIFNR,MSEG_MENGE,MSEG_MEINS,MSEG_DMBTR,MSEG_WAERS,MSEG_BUKRS,MSEG_KOSTL,MSEG_SAKTO,MSEG_SGTXT,MSEG_XAUTO,MBLNR,MJAHR,MKPF_BLDAT,MKPF_BUDAT,MKPF_CPUDT,MKPF_USNAM,MKPF_TCODE,MKPF_BKTXT,MKPF_FRBNR,MKPF_XABLN,MKPF_VBELN,MKPF_KZDIS,MKPF_BWART,MARD_LABST,MARD_UMLME,MARD_EINME,MARD_AUSME,MARD_SPEME,MARD_INSME,MARD_LFGJA,MARD_LFMON,MARD_LFGBE,MARD_LBKUM,MARD_SALK3,MARD_MAABC,MARD_MTVFP,MARD_PERKZ,MARD_BKLAS,kpi_three_way_match,kpi_po_cycle_time_days,kpi_on_time_delivery
4500000137,10,MAT00000004,PO Item 137,2000,0010,238.723,L,20538.45,1,4903000.4,KG,1,1,INFO000003,V1,X,X,,,1000,F,RS,V000032,1000,1,20230913,20230913,20230913,20231212,EUR,0002,DDP,DESTINATION PORT,75.6753,,,SALES03,,1000000190.0,10.0,ZNB,PR Item 190,0010,27.748,EA,20240404.0,USER007,10.0,X,2.0,K,48283.91,1.0,INR,REQ00000190,,1.0,CC000006,WBS-0006,6000000009.0,1000.0,BU02,9824122054.0,30.0,,,CA290305,PC0009,SAL,3000.0,1,CC000007,WBS-0003,6000000002,1000,BU05,,,,,PC0002,,1000,,1,2,2025,5000000137,1,E,183.941,PC,781069.59,INR,20251130,20251130,S,101,MAT00000030,3000,WH01,V000019,5000000137,2025,1,501,MAT00000053,1100,0002,BATCH97771,V000029,20.992,EA,84981.6,USD,2000,CC000007,6000000026,GR Material 137,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000138,10,MAT00000019,PO Item 138,1000,0010,374.386,KG,1894.7,1,709349.15,L,1,1,INFO000027,V2,X,X,,X,1000,F,ZUB,V000016,1000,1,20251205,20251205,20251205,20260305,USD,NET60,EXW,DESTINATION PORT,87.5546,,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000020,WBS-0007,6000000008,1000,BU03,,,,,PC0009,SAL,3000,,1,7,2025,5000000138,1,Q,56.203,PC,45192.65,EUR,20250731,20250731,H,121,MAT00000042,1000,0002,V000028,5000000138,2024,1,102,MAT00000057,3000,0010,BATCH44006,V000013,130.921,M,524447.34,USD,1000,CC000019,6000000011,GR Material 138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000139,10,MAT00000044,PO Item 139,1100,WH01,485.88,EA,7959.8,1,3867507.62,M,1,1,INFO000018,V2,X,X,,,3000,F,ZUB,V000040,1000,10,20240529,20240529,20240529,20240827,USD,NET30,DAP,DESTINATION PORT,72.3553,,,SALES03,L,1000000051.0,10.0,RS,PR Item 51,0002,367.334,EA,20240901.0,USER013,1.0,X,2.0,F,49884.7,1.0,EUR,REQ00000051,,1.0,CC000007,WBS-0006,6000000024.0,1000.0,BU01,,,ORD405407,,,PC0008,,3000.0,1,CC000020,WBS-0001,6000000029,1000,BU05,7189213526.0,20.0,ORD906066,,PC0008,,2000,,1,1,2024,5000000139,1,R,164.727,L,332906.14,USD,20240523,20240523,H,122,MAT00000034,3000,WH01,V000005,5000000139,2024,1,102,MAT00000048,1100,WH01,BATCH34127,V000021,97.578,KG,381474.22,EUR,2000,CC000010,6000000004,GR Material 139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000140,10,MAT00000043,PO Item 140,1100,0002,38.197,M,37033.9,1,1414583.88,PC,1,1,INFO000035,I1,X,X,,,1000,F,ZUB,V000040,2000,1,20230921,20230921,20230921,20231220,INR,0001,FOB,DESTINATION PORT,76.8911,C000050,,SALES04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0009,6000000014,1000,BU02,,,,,PC0007,,1000,CA946112,1,1,2024,5000000140,1,R,99.606,EA,418363.08,INR,20240129,20240129,S,122,MAT00000049,2000,0010,V000024,5000000140,2024,1,101,MAT00000028,2000,WH01,,V000031,1.448,EA,6630.3,INR,1000,CC000009,6000000029,GR Material 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000141,10,MAT00000033,PO Item 141,1100,0001,111.181,L,40354.18,1,4486618.09,KG,1,1,INFO000008,V0,X,X,,,1000,F,FO,V000015,1000,1,20231002,20231002,20231002,20231231,INR,NET30,EXW,DESTINATION PORT,88.4551,,,SALES06,,1000000184.0,10.0,ZNB,PR Item 184,WH01,62.675,L,20241022.0,USER011,2.0,X,1.0,K,27409.19,1.0,USD,REQ00000184,,1.0,CC000020,WBS-0003,6000000002.0,1000.0,BU04,2298229437.0,10.0,,,,PC0003,,3000.0,1,CC000018,WBS-0010,6000000004,1000,BU04,2798647685.0,10.0,,,PC0003,,1000,CA423139,1,7,2024,5000000141,1,E,12.161,PC,36650.26,EUR,20240313,20240313,S,122,MAT00000026,3000,WH01,V000033,5000000141,2025,1,102,MAT00000048,2100,0001,,V000025,79.971,PC,23060.58,EUR,2000,CC000014,6000000019,GR Material 141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000142,10,MAT00000002,PO Item 142,2100,0001,46.745,KG,32649.27,1,1526190.13,M,1,1,INFO000009,I0,X,X,,,2000,F,ZUB,V000005,2000,1,20240220,20240220,20240220,20240520,EUR,2/10NET30,DDP,DESTINATION PORT,80.3598,,,SALES08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000007,WBS-0001,6000000029,1000,BU03,,,,,PC0003,FIN,3000,,1,3,2023,5000000142,1,Q,170.491,KG,433002.28,INR,20230821,20230821,S,102,MAT00000027,1100,0001,V000029,5000000142,2024,1,502,MAT00000031,1100,WH01,BATCH17044,V000025,148.397,KG,601497.47,USD,1000,CC000008,6000000027,GR Material 142,X,5000000142.0,2024.0,20240701.0,20240701.0,20240701.0,USER020,MIGO,GR for PO 4500000142,DLV00000142,SLIP341292,4500000142.0,X,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000143,10,MAT00000011,PO Item 143,3000,0002,342.739,L,801.16,1,274588.78,EA,1,1,INFO000002,V2,X,X,,,1000,F,RS,V000012,1000,20,20241109,20241109,20241109,20250207,INR,2/10NET30,DDP,DESTINATION PORT,84.4534,,,SALES01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000006,WBS-0003,6000000017,1000,BU01,,,,,PC0003,,2000,,1,2,2025,5000000143,1,W,136.324,L,203148.94,INR,20250409,20250409,S,121,MAT00000051,3000,0010,V000007,5000000143,2025,1,101,MAT00000020,2100,0010,BATCH22116,V000014,124.747,PC,518479.73,USD,3000,CC000011,6000000006,GR Material 143,,5000000143.0,2025.0,20250625.0,20250625.0,20250625.0,USER009,MIGO,GR for PO 4500000143,DLV00000143,SLIP503310,4500000143.0,X,501.0,,,,,,,,,,,,,,,,1,,0.0
4500000144,10,MAT00000024,PO Item 144,3000,0001,147.778,KG,25773.81,1,3808802.09,KG,1,1,INFO000006,I1,X,X,L,,1000,F,ZUB,V000034,3000,1,20250917,20250917,20250917,20251216,USD,NET60,CIF,DESTINATION PORT,73.6823,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000009,WBS-0010,6000000013,1000,BU04,6170675398.0,10.0,,,PC0009,,3000,,1,7,2023,5000000144,1,W,110.322,KG,247164.44,EUR,20230425,20230425,H,121,MAT00000019,1100,WH01,V000015,5000000144,2025,1,502,MAT00000010,1000,0002,BATCH66168,V000037,113.581,EA,232018.65,EUR,3000,CC000017,6000000021,GR Material 144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000145,10,MAT00000014,PO Item 145,2100,0002,460.19,EA,4675.35,1,2151549.32,EA,1,1,INFO000012,I1,X,X,,,2000,F,ZUB,V000008,2000,20,20240701,20240701,20240701,20240929,USD,0002,DDP,DESTINATION PORT,70.5997,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000015,WBS-0025,6000000011,1000,BU02,,,,,PC0005,,1000,,1,6,2023,5000000145,1,Q,92.612,L,151768.14,INR,20230820,20230820,H,122,MAT00000033,2000,WH01,V000028,5000000145,2024,1,101,MAT00000058,2100,WH01,,V000033,43.55,KG,141851.61,INR,2000,CC000001,6000000007,GR Material 145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000146,10,MAT00000022,PO Item 146,1100,0001,455.288,EA,2873.87,1,1308438.52,L,1,1,INFO000004,V2,X,X,,,2000,F,NB,V000031,2000,2,20250905,20250905,20250905,20251204,INR,NET60,DDP,DESTINATION PORT,75.0215,,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000016,WBS-0006,6000000030,1000,BU04,4124168227.0,30.0,,,PC0007,,3000,,1,5,2024,5000000146,1,Q,143.335,KG,68025.09,EUR,20240314,20240314,S,102,MAT00000021,1100,0002,V000028,5000000146,2024,1,102,MAT00000051,1000,0001,,V000006,59.412,M,202401.42,EUR,1000,CC000009,6000000023,GR Material 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000147,10,MAT00000047,PO Item 147,2000,0010,213.415,PC,28102.24,1,5997439.55,M,1,1,INFO000036,V0,X,X,,,3000,F,RS,V000019,1000,1,20250203,20250203,20250203,20250504,EUR,2/10NET30,FOB,DESTINATION PORT,88.2183,,,SALES10,,1000000085.0,10.0,RS,PR Item 85,WH01,314.778,EA,20240101.0,USER018,3.0,04,4.0,K,36909.96,1.0,USD,REQ00000085,,1.0,CC000019,WBS-0014,6000000015.0,1000.0,BU02,,,,,,PC0006,,3000.0,1,CC000006,WBS-0016,6000000005,1000,BU03,,,ORD193806,53914.0,PC0006,,3000,,1,4,2024,5000000147,1,E,198.758,KG,991990.39,USD,20240415,20240415,S,102,MAT00000039,3000,WH01,V000030,5000000147,2024,1,502,MAT00000055,1000,0010,,V000016,55.191,PC,86043.37,USD,1000,CC000019,6000000027,GR Material 147,X,,,,,,,,,,,,,,472.678,6.355,0.0,0.0,12.925,0.0,2025.0,11.0,334.101,192.505,109683.67,C,PD,M,7188.0,1,,
4500000148,10,MAT00000059,PO Item 148,1000,0001,337.714,PC,17704.8,1,5979158.83,EA,1,1,INFO000026,I1,X,X,,,3000,F,FO,V000018,3000,2,20230919,20230919,20230919,20231218,INR,0002,FOB,DESTINATION PORT,74.3764,,1200.0,SALES09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0017,6000000012,1000,BU05,,,,,PC0001,,3000,,1,4,2023,5000000148,1,W,80.668,PC,196455.87,INR,20230330,20230330,S,102,MAT00000060,2100,0001,V000020,5000000148,2024,1,502,MAT00000023,1100,0002,BATCH54829,V000025,138.301,L,43560.07,INR,1000,CC000017,6000000016,GR Material 148,,5000000148.0,2024.0,20241209.0,20241209.0,20241209.0,USER005,MIGO,GR for PO 4500000148,DLV00000148,,4500000148.0,,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000149,10,MAT00000005,PO Item 149,2000,0010,162.902,EA,2825.29,1,460245.39,L,1,1,INFO000025,V0,X,X,,,1000,F,ZUB,V000011,3000,10,20231122,20231122,20231122,20240220,INR,0001,CIF,DESTINATION PORT,84.8967,,2000.0,SALES05,,1000000157.0,10.0,RS,PR Item 157,0002,485.67,PC,20231024.0,USER002,10.0,X,2.0,F,32773.21,1.0,INR,REQ00000157,,1.0,CC000010,WBS-0001,6000000026.0,1000.0,BU02,,,,,,PC0007,SCM,1000.0,1,CC000017,WBS-0001,6000000018,1000,BU05,4031281545.0,20.0,,47298.0,PC0007,,3000,CA858414,1,4,2023,5000000149,1,E,102.064,EA,339065.77,USD,20230902,20230902,S,122,MAT00000060,2100,0010,V000006,5000000149,2023,1,501,MAT00000018,1100,0002,BATCH48915,V000014,4.931,EA,9488.84,INR,2000,CC000013,6000000018,GR Material 149,X,5000000149.0,2023.0,20231018.0,20231018.0,20231018.0,USER016,MIGO,GR for PO 4500000149,DLV00000149,,4500000149.0,,501.0,,,,,,,,,,,,,,,,1,-6.0,1.0
4500000150,10,MAT00000031,PO Item 150,2000,0001,215.872,M,5156.76,1,1113200.09,EA,1,1,INFO000048,I0,X,X,,X,1000,F,NB,V000036,3000,2,20231030,20231030,20231030,20240128,EUR,0001,DDP,DESTINATION PORT,80.5546,,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000008,WBS-0015,6000000024,1000,BU01,,,,,PC0004,MFG,1000,,1,5,2024,5000000150,1,E,34.69,EA,162646.13,INR,20240416,20240416,H,102,MAT00000034,1000,0010,V000038,5000000150,2025,1,501,MAT00000015,1100,0001,BATCH31565,V000007,85.59,M,249917.65,EUR,2000,CC000003,6000000001,GR Material 150,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000151,10,MAT00000017,PO Item 151,2100,0010,82.219,EA,39126.45,1,3216937.59,L,1,1,INFO000024,V2,X,X,,,2000,F,FO,V000006,3000,20,20250215,20250215,20250215,20250516,INR,2/10NET30,CIF,DESTINATION PORT,76.9916,C000042,,SALES08,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0016,6000000026,1000,BU04,3227727430.0,30.0,,,PC0002,,1000,,1,4,2024,5000000151,1,R,98.013,M,181848.95,USD,20240926,20240926,S,102,MAT00000004,1000,0010,V000030,5000000151,2023,1,101,MAT00000042,2000,WH01,BATCH36031,V000016,171.634,EA,409258.7,INR,3000,CC000004,6000000028,GR Material 151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000152,10,MAT00000027,PO Item 152,1100,WH01,372.001,EA,39027.57,1,14518295.07,EA,1,1,INFO000029,I1,X,X,,,2000,F,NB,V000027,2000,10,20240315,20240315,20240315,20240613,USD,2/10NET30,FOB,DESTINATION PORT,87.8021,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000019,WBS-0008,6000000019,1000,BU05,7703957637.0,30.0,,,PC0004,SCM,2000,CA122827,1,6,2023,5000000152,1,R,171.5,L,847885.68,EUR,20230402,20230402,S,122,MAT00000007,3000,0002,V000022,5000000152,2024,1,502,MAT00000043,2100,WH01,,V000040,113.596,M,215606.21,INR,3000,CC000016,6000000023,GR Material 152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000153,10,MAT00000042,PO Item 153,1100,0002,234.911,KG,40125.21,1,9425853.21,KG,1,1,INFO000022,V2,X,X,,,1000,F,RS,V000004,3000,1,20240504,20240504,20240504,20240802,USD,NET60,DDP,DESTINATION PORT,85.7353,,,SALES06,,1000000101.0,10.0,RS,PR Item 101,0002,471.633,PC,20240501.0,USER002,2.0,04,2.0,K,47223.26,1.0,EUR,REQ00000101,,1.0,CC000006,WBS-0015,6000000028.0,1000.0,BU03,6404582459.0,10.0,,,,PC0001,,3000.0,1,CC000014,WBS-0005,6000000014,1000,BU01,,,ORD783984,,PC0003,,1000,,1,4,2024,5000000153,1,Q,2.888,EA,689.36,EUR,20241007,20241007,H,102,MAT00000017,2000,0001,V000027,5000000153,2025,1,102,MAT00000014,2100,0002,,V000028,95.337,KG,195284.32,EUR,3000,CC000017,6000000021,GR Material 153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000154,10,MAT00000035,PO Item 154,1100,WH01,454.801,KG,15218.96,1,6921598.23,L,1,1,INFO000003,V2,X,X,,,3000,F,ZUB,V000004,3000,10,20230913,20230913,20230913,20231212,INR,NET30,FOB,DESTINATION PORT,83.3416,,,SALES02,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000017,WBS-0029,6000000024,1000,BU04,,,,,PC0010,FIN,1000,,1,5,2024,5000000154,1,Q,189.9,EA,482829.35,INR,20240120,20240120,H,102,MAT00000060,1100,WH01,V000028,5000000154,2025,1,502,MAT00000025,2100,0001,,V000012,122.41,M,550332.35,EUR,2000,CC000013,6000000013,GR Material 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000155,10,MAT00000055,PO Item 155,2100,0002,73.865,PC,4222.56,1,311899.39,KG,1,1,INFO000016,I0,X,X,,,3000,F,FO,V000013,2000,3,20250418,20250418,20250418,20250717,USD,NET60,CIF,DESTINATION PORT,72.5542,C000047,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000013,WBS-0010,6000000004,1000,BU05,6913417379.0,20.0,,,PC0003,SCM,3000,,1,2,2025,5000000155,1,W,194.652,EA,355435.91,EUR,20250911,20250911,S,122,MAT00000048,3000,WH01,V000022,5000000155,2024,1,101,MAT00000001,2100,0002,,V000002,194.377,M,156312.51,EUR,3000,CC000003,6000000015,GR Material 155,X,,,,,,,,,,,,,,33.476,15.036,0.0,0.0,13.853,0.0,2025.0,9.0,336.827,584.295,385098.07,A,PD,M,7173.0,1,,
4500000156,10,MAT00000051,PO Item 156,1100,0002,267.96,KG,38044.21,1,10194326.51,M,1,1,INFO000024,V2,X,X,,,3000,F,ZUB,V000035,1000,1,20251010,20251010,20251010,20260108,INR,0002,CIF,DESTINATION PORT,74.261,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0016,6000000013,1000,BU01,,,,,PC0007,FIN,3000,,1,6,2024,5000000156,1,R,61.689,PC,156360.9,USD,20241013,20241013,S,121,MAT00000007,1100,0010,V000020,5000000156,2024,1,101,MAT00000050,1100,0010,BATCH55780,V000040,149.601,KG,700701.93,USD,3000,CC000014,6000000007,GR Material 156,X,5000000156.0,2024.0,20240427.0,20240427.0,20240427.0,USER001,MIGO,GR for PO 4500000156,DLV00000156,SLIP705947,4500000156.0,X,501.0,,,,,,,,,,,,,,,,1,,1.0
4500000157,10,MAT00000008,PO Item 157,3000,0010,50.97,PC,36811.03,1,1876258.2,L,1,1,INFO000022,I1,X,X,,,2000,F,NB,V000032,1000,1,20240314,20240314,20240314,20240612,INR,2/10NET30,DAP,DESTINATION PORT,84.8376,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000002,WBS-0002,6000000009,1000,BU01,,,ORD702022,,PC0002,FIN,1000,,1,3,2024,5000000157,1,W,74.907,KG,9822.66,USD,20241118,20241118,H,101,MAT00000035,3000,0002,V000001,5000000157,2024,1,501,MAT00000017,1100,WH01,,V000036,139.46,PC,494724.38,EUR,2000,CC000016,6000000016,GR Material 157,X,5000000157.0,2024.0,20240629.0,20240629.0,20240629.0,USER007,MIGO,GR for PO 4500000157,DLV00000157,SLIP914316,4500000157.0,X,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000158,10,MAT00000013,PO Item 158,2100,WH01,430.627,L,33095.8,1,14251945.07,L,1,1,INFO000045,V1,X,X,,,3000,F,ZUB,V000016,2000,20,20251019,20251019,20251019,20260117,USD,0001,DDP,DESTINATION PORT,73.1007,,,SALES06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000009,WBS-0001,6000000025,1000,BU03,,,ORD343500,69552.0,PC0002,,1000,,1,2,2023,5000000158,1,E,165.516,EA,670083.64,EUR,20231130,20231130,H,122,MAT00000043,2100,WH01,V000029,5000000158,2023,1,501,MAT00000001,1100,0010,BATCH64932,V000037,30.993,L,101406.84,USD,2000,CC000001,6000000001,GR Material 158,X,5000000158.0,2023.0,20230322.0,20230322.0,20230322.0,USER001,MIGO,GR for PO 4500000158,DLV00000158,SLIP827186,4500000158.0,,101.0,,,,,,,,,,,,,,,,1,,1.0
4500000159,10,MAT00000025,PO Item 159,2100,0010,349.554,PC,36163.58,1,12641124.04,KG,1,1,INFO000015,I1,X,X,,,3000,F,ZUB,V000022,1000,3,20240922,20240922,20240922,20241221,INR,2/10NET30,DDP,DESTINATION PORT,75.9903,,,SALES03,,1000000094.0,10.0,NB,PR Item 94,0010,285.051,KG,20241123.0,USER007,1.0,01,1.0,P,20459.26,1.0,USD,REQ00000094,,1.0,CC000008,WBS-0010,6000000029.0,1000.0,BU04,2395925222.0,30.0,,,,PC0009,,3000.0,1,CC000016,WBS-0004,6000000030,1000,BU02,,,,,PC0001,,3000,CA515182,1,6,2023,5000000159,1,W,150.812,L,75776.34,INR,20230519,20230519,H,101,MAT00000035,2100,0002,V000021,5000000159,2023,1,502,MAT00000048,3000,WH01,BATCH73127,V000002,65.678,KG,35272.67,EUR,2000,CC000014,6000000007,GR Material 159,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000160,10,MAT00000002,PO Item 160,1100,0002,304.22,KG,31827.93,1,9682692.86,PC,1,1,INFO000007,V2,X,X,,,1000,F,ZUB,V000006,3000,1,20240822,20240822,20240822,20241120,INR,2/10NET30,EXW,DESTINATION PORT,75.5846,,,SALES02,,1000000170.0,10.0,RS,PR Item 170,WH01,6.401,M,20250916.0,USER014,3.0,02,4.0,K,12616.27,1.0,EUR,REQ00000170,,1.0,CC000015,WBS-0009,6000000005.0,1000.0,BU03,,,,,,PC0007,,3000.0,1,CC000004,WBS-0006,6000000021,1000,BU04,,,,,PC0002,,1000,,1,7,2024,5000000160,1,W,53.774,PC,18589.79,INR,20240119,20240119,H,101,MAT00000038,2000,WH01,V000040,5000000160,2024,1,101,MAT00000044,2000,0010,,V000019,16.258,L,7143.71,INR,1000,CC000011,6000000008,GR Material 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000161,10,MAT00000058,PO Item 161,2100,0001,188.996,M,368.53,1,69650.7,M,1,1,INFO000044,I1,X,X,,X,2000,F,FO,V000035,1000,20,20250117,20250117,20250117,20250417,USD,0002,DDP,DESTINATION PORT,74.2459,,,SALES01,,1000000017.0,10.0,ZNB,PR Item 17,0010,451.148,L,20250930.0,USER010,2.0,X,2.0,K,41376.89,1.0,INR,REQ00000017,,1.0,CC000012,WBS-0029,6000000014.0,1000.0,BU04,,,,,,PC0007,,1000.0,1,CC000008,WBS-0002,6000000023,1000,BU05,,,,,PC0004,SCM,1000,,1,4,2023,5000000161,1,R,126.808,M,21612.11,INR,20230826,20230826,H,122,MAT00000005,2100,0010,V000040,5000000161,2024,1,102,MAT00000029,3000,0001,BATCH72324,V000020,108.478,M,393276.37,USD,3000,CC000006,6000000019,GR Material 161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000162,10,MAT00000052,PO Item 162,1100,0010,214.259,L,41674.31,1,8929095.99,KG,1,1,INFO000033,V2,X,X,,,1000,F,NB,V000030,3000,1,20240226,20240226,20240226,20240526,EUR,0001,EXW,DESTINATION PORT,88.9985,,,SALES07,,1000000103.0,10.0,RS,PR Item 103,0010,485.917,M,20240822.0,USER004,20.0,03,2.0,F,5147.91,1.0,INR,REQ00000103,,1.0,CC000002,WBS-0001,6000000022.0,1000.0,BU04,9074999565.0,10.0,,,,PC0006,,1000.0,1,CC000002,WBS-0008,6000000018,1000,BU03,,,,,PC0001,SCM,1000,,1,6,2024,5000000162,1,E,49.788,L,72505.83,INR,20240523,20240523,S,122,MAT00000056,1000,WH01,V000004,5000000162,2024,1,502,MAT00000049,2100,0001,,V000007,175.469,EA,388591.42,USD,3000,CC000014,6000000006,GR Material 162,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000163,10,MAT00000042,PO Item 163,1000,0010,1.619,KG,49506.13,1,80150.42,L,1,1,INFO000005,I1,X,X,,X,3000,F,FO,V000028,3000,20,20251018,20251018,20251018,20260116,USD,0002,FOB,DESTINATION PORT,85.0251,,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000006,WBS-0007,6000000004,1000,BU05,,,,,PC0010,SAL,2000,CA366817,1,2,2025,5000000163,1,R,57.226,EA,156541.39,INR,20251104,20251104,S,101,MAT00000021,2000,0002,V000020,5000000163,2024,1,101,MAT00000014,1100,0001,BATCH80189,V000006,114.387,M,103575.3,INR,1000,CC000009,6000000006,GR Material 163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000164,10,MAT00000011,PO Item 164,2000,0001,491.073,KG,20704.35,1,10167347.27,PC,1,1,INFO000003,I1,X,X,,,1000,F,RS,V000026,1000,10,20240706,20240706,20240706,20241004,USD,NET30,DDP,DESTINATION PORT,82.0242,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000017,WBS-0005,6000000022,1000,BU04,,,,94058.0,PC0002,SCM,2000,,1,1,2023,5000000164,1,Q,159.764,L,119466.91,EUR,20230722,20230722,H,121,MAT00000050,3000,WH01,V000023,5000000164,2023,1,101,MAT00000040,2000,WH01,,V000021,26.143,L,39291.66,INR,3000,CC000016,6000000016,GR Material 164,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
