LIFNR,NAME1,NAME2,ORT01,LAND1,STRAS,PSTLZ,REGIO,TELF1,TELFX,KTOKK,SPRAS,STCD1,STCD2,XCPDK,LOEVM,SPERR,SPERZ,BEGRU,ERDAT,BUKRS,AKONT,ZTERM,ZWELS,REPRF,VRSZL,KULTG,MINDK,ZINDT,ALTKN,PERNR,DATLZ,LNRZA,XVERR,TOGRU,TLFXS,STCD3,UZAWE,EKVBD,EKORG,WAERS,ZTERM_LFM1,INCO1,INCO2,MINBW,KZRET,LFABC,VRFKZ,LIEFF,WMFST,WEBRE,XERSY,XNBWY,PLIFZ,DISPO,RDPRF,MEGRU,UNLOADING_POINT,dim_entity_type,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,BISMT,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,LABOR,EKWSL,BRGEW,NTGEW,WERKS,PSTAT,LVORM,BWTTY,MTVFP,DISMM,DISLS,BERID,MABST,MINBE,EISBE,MTVLP,WEBAZ,LGPRO,LGFSB,RGEKZ,FEVOR,INFNR,IDNLF,MAHN1,MAHN2,MAHN3,TXZ01,MAKTX,UMREZ,UMREN,LMEIN,LTSNR,NORMT,VERKF,VREPZ,NETPR,EKORG_EINE,ESOKZ,NETPR_EINE,PEINH,BPRME,PRDAT,EKGRP,MWSKZ,UEBTO,UNTTO,BSTMA,BSTMI
V000177,Vendor 177 Ltd,Vendor 177 Pvt,Delhi,IN,905 Industrial Area,429556.0,MH,919938440324.0,912205547308.0,1.0,EN,GSTIN0000000177,PAN00000177,,,,,1.0,20191028.0,1000.0,21000000.0,0002,B,,2.0,,,,,,20210522.0,,,GRP01,913107049214.0,TAN73042053,C,USER001,1000.0,INR,NET30,EXW,DESTINATION,44650.42,,C,1.0,,3.0,X,,,28.0,MRP1,1.0,,Dock 3,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000178,Vendor 178 Ltd,Vendor 178 Pvt,Chennai,IN,657 Industrial Area,551211.0,MH,919027840907.0,912221641001.0,1.0,EN,GSTIN0000000178,PAN00000178,,,,,1.0,20200313.0,1000.0,21000000.0,NET30,C,X,3.0,X,,,,,20220826.0,,,GRP02,,,C,USER002,2000.0,EUR,NET30,CIF,DESTINATION,28619.31,,A,1.0,X,1.0,X,,,26.0,,1.0,MG02,Dock 10,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000179,Vendor 179 Ltd,Vendor 179 Pvt,Surat,IN,107 Industrial Area,566101.0,MH,919363211094.0,912225484678.0,1.0,EN,GSTIN0000000179,PAN00000179,,,,,1.0,20180817.0,1000.0,21000000.0,0001,C,X,1.0,X,A,,,,20180212.0,,,GRP02,917808417605.0,,C,,3000.0,EUR,NET30,CIF,DESTINATION,18236.48,,C,,,1.0,X,,X,1.0,,1.0,MG03,Dock 2,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000180,Vendor 180 Ltd,Vendor 180 Pvt,Jaipur,IN,184 Industrial Area,422221.0,MH,919449269432.0,912280082419.0,1.0,EN,GSTIN0000000180,PAN00000180,,,,,1.0,20221118.0,2000.0,21000000.0,NET30,B,X,,X,A,20241031.0,,,20241014.0,,,,918472624728.0,TAN62385285,C,,3000.0,INR,NET60,EXW,DESTINATION,22070.57,,A,,,,X,X,X,14.0,,1.0,MG01,Dock 1,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000181,Vendor 181 Ltd,Vendor 181 Pvt,Jaipur,IN,754 Industrial Area,565611.0,MH,919612712714.0,912212785401.0,1.0,EN,GSTIN0000000181,PAN00000181,,,,,1.0,20190402.0,1000.0,21000000.0,NET60,T,,2.0,,A,20240606.0,,,20190409.0,,X,,914398262106.0,TAN23116517,C,USER004,2000.0,EUR,NET60,CIF,DESTINATION,46138.32,,B,,,,X,,,18.0,MRP1,1.0,MG02,Dock 1,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000182,Vendor 182 Ltd,Vendor 182 Pvt,Delhi,IN,251 Industrial Area,423641.0,MH,919709392353.0,912268646784.0,1.0,EN,GSTIN0000000182,PAN00000182,,,,,1.0,20211025.0,1000.0,21000000.0,0002,B,,2.0,,A,,,,20240612.0,,,GRP03,918028975243.0,,C,USER001,2000.0,EUR,0002,DAP,DESTINATION,8695.44,,B,,X,,X,X,,30.0,,1.0,MG02,Dock 8,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000183,Vendor 183 Ltd,Vendor 183 Pvt,Hyderabad,IN,227 Industrial Area,455906.0,MH,919027538532.0,912285660765.0,1.0,EN,GSTIN0000000183,PAN00000183,,,,,1.0,20200325.0,1000.0,21000000.0,0002,C,X,1.0,X,,20240117.0,,,20210616.0,,,GRP01,916530582285.0,TAN37636546,C,USER003,3000.0,INR,0001,DDP,DESTINATION,24028.29,,B,,X,1.0,X,X,,23.0,MRP1,1.0,,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000184,Vendor 184 Ltd,Vendor 184 Pvt,Chennai,IN,324 Industrial Area,535171.0,MH,919643298524.0,912225021851.0,1.0,EN,GSTIN0000000184,PAN00000184,,,,,1.0,20190627.0,2000.0,21000000.0,2/10NET30,B,,,X,,20240214.0,,,20190602.0,,X,,913769334117.0,TAN77480448,C,USER003,1000.0,INR,0002,DDP,DESTINATION,27467.33,X,B,,,,X,,,28.0,,1.0,,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000185,Vendor 185 Ltd,Vendor 185 Pvt,Surat,IN,888 Industrial Area,402859.0,MH,919785120408.0,912203239450.0,1.0,EN,GSTIN0000000185,PAN00000185,,,,,1.0,20191211.0,3000.0,21000000.0,0002,C,,,X,,,,,20240209.0,,,GRP03,918579407622.0,,C,,1000.0,USD,0001,EXW,DESTINATION,47323.69,,A,,,,X,,,13.0,,1.0,,Dock 10,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000186,Vendor 186 Ltd,Vendor 186 Pvt,Mumbai,IN,311 Industrial Area,539026.0,MH,919694764961.0,912238415745.0,1.0,EN,GSTIN0000000186,PAN00000186,,,,,1.0,20190906.0,3000.0,21000000.0,2/10NET30,B,,2.0,,,20240819.0,,P6320,20240110.0,,,GRP02,915168804062.0,,C,USER003,1000.0,EUR,NET60,EXW,DESTINATION,24338.29,X,C,,,1.0,X,X,,6.0,MRP4,1.0,MG01,Dock 3,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000187,Vendor 187 Ltd,Vendor 187 Pvt,Chennai,IN,968 Industrial Area,548096.0,MH,919506940106.0,912236452111.0,1.0,EN,GSTIN0000000187,PAN00000187,,X,,,1.0,20220403.0,2000.0,21000000.0,0001,T,,,,C,,,P8426,20180321.0,,X,,918240940498.0,TAN50201014,C,,2000.0,INR,0001,DDP,DESTINATION,32613.7,,C,1.0,X,,X,,,26.0,,1.0,MG03,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000188,Vendor 188 Ltd,Vendor 188 Pvt,Surat,IN,946 Industrial Area,533335.0,MH,919915469683.0,912212027757.0,1.0,EN,GSTIN0000000188,PAN00000188,,,,,1.0,20211022.0,1000.0,21000000.0,2/10NET30,B,,1.0,,B,20240925.0,,,20220601.0,,,GRP02,,TAN68517739,C,USER001,3000.0,INR,NET60,DDP,DESTINATION,1459.62,,A,,,,X,,,12.0,MRP2,1.0,MG03,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000189,Vendor 189 Ltd,Vendor 189 Pvt,Bangalore,IN,454 Industrial Area,580273.0,MH,919953940194.0,912244517145.0,1.0,EN,GSTIN0000000189,PAN00000189,,,,,1.0,20210901.0,2000.0,21000000.0,NET30,C,,,,A,20240227.0,,,20241026.0,,,GRP01,,TAN95287876,C,USER001,2000.0,INR,NET30,CIF,DESTINATION,17489.21,,C,,X,,X,,,1.0,,1.0,MG01,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000190,Vendor 190 Ltd,Vendor 190 Pvt,Surat,IN,491 Industrial Area,446056.0,MH,919956918547.0,912205653751.0,1.0,EN,GSTIN0000000190,PAN00000190,,,,,1.0,20210625.0,3000.0,21000000.0,NET30,C,,1.0,,A,20240120.0,,,20200515.0,,,GRP01,912114703737.0,,C,USER003,1000.0,USD,NET30,EXW,DESTINATION,42301.55,,C,1.0,,,X,,X,23.0,,1.0,MG01,Dock 8,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000191,Vendor 191 Ltd,Vendor 191 Pvt,Jaipur,IN,813 Industrial Area,560387.0,MH,919548874881.0,912257417881.0,1.0,EN,GSTIN0000000191,PAN00000191,,,,,1.0,20220510.0,1000.0,21000000.0,NET60,T,,,X,,,,P8987,20181016.0,,,GRP01,915922621459.0,,C,USER002,2000.0,EUR,0001,CIF,DESTINATION,13471.88,X,A,1.0,,2.0,X,,,19.0,,1.0,,Dock 7,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000192,Vendor 192 Ltd,Vendor 192 Pvt,Delhi,IN,89 Industrial Area,448678.0,MH,919925479101.0,912201289605.0,1.0,EN,GSTIN0000000192,PAN00000192,,,,,1.0,20200809.0,3000.0,21000000.0,0001,C,,1.0,,A,,,,20210715.0,,,GRP02,913977628013.0,,C,USER002,3000.0,EUR,NET30,DDP,DESTINATION,9840.19,,A,1.0,,,X,,,15.0,MRP1,1.0,MG02,Dock 2,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000193,Vendor 193 Ltd,Vendor 193 Pvt,Kolkata,IN,150 Industrial Area,484393.0,MH,919339454045.0,912277066860.0,1.0,EN,GSTIN0000000193,PAN00000193,,,,X,1.0,20221029.0,1000.0,21000000.0,0002,B,,,X,,,,,20180619.0,,X,,915522120947.0,,C,USER001,3000.0,INR,2/10NET30,EXW,DESTINATION,22224.54,,A,2.0,,1.0,X,X,,8.0,,1.0,,Dock 9,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000194,Vendor 194 Ltd,Vendor 194 Pvt,Jaipur,IN,770 Industrial Area,426501.0,MH,919132196320.0,912210198983.0,1.0,EN,GSTIN0000000194,PAN00000194,,,,,1.0,20211221.0,2000.0,21000000.0,NET30,T,,1.0,,C,20240904.0,,P1495,20220109.0,,,GRP01,919397332616.0,TAN16379551,C,USER002,3000.0,USD,NET60,EXW,DESTINATION,26284.61,X,B,,X,,X,X,,11.0,,1.0,MG02,Dock 1,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000195,Vendor 195 Ltd,Vendor 195 Pvt,Chennai,IN,203 Industrial Area,420937.0,MH,919954163048.0,912252041539.0,1.0,EN,GSTIN0000000195,PAN00000195,X,,,X,1.0,20220203.0,3000.0,21000000.0,0001,B,,2.0,X,,,OLD45737,,20230706.0,V000005,,GRP02,919919902664.0,TAN86976644,C,USER002,2000.0,EUR,NET30,DDP,DESTINATION,7355.25,,A,,X,,X,X,,18.0,MRP5,1.0,MG01,Dock 7,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000196,Vendor 196 Ltd,Vendor 196 Pvt,Pune,IN,480 Industrial Area,584457.0,MH,919444279695.0,912287949999.0,1.0,EN,GSTIN0000000196,PAN00000196,,,,,1.0,20190118.0,1000.0,21000000.0,0001,B,,,,A,20240623.0,,,20190301.0,,,GRP01,913697368099.0,TAN40317902,C,USER002,2000.0,EUR,2/10NET30,DDP,DESTINATION,44454.97,X,A,,,,X,,X,18.0,,1.0,MG03,Dock 9,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000197,Vendor 197 Ltd,Vendor 197 Pvt,Delhi,IN,894 Industrial Area,551999.0,MH,919397363901.0,912200254797.0,1.0,EN,GSTIN0000000197,PAN00000197,,,,,1.0,20201021.0,1000.0,21000000.0,0002,B,,,,B,,OLD29571,,20210610.0,V000022,,GRP02,,,C,,3000.0,EUR,0001,DDP,DESTINATION,22367.74,,A,2.0,,,X,X,,29.0,MRP2,1.0,MG01,Dock 7,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000198,Vendor 198 Ltd,Vendor 198 Pvt,Jaipur,IN,575 Industrial Area,448969.0,MH,919016964361.0,912269612045.0,1.0,EN,GSTIN0000000198,PAN00000198,,,,,1.0,20191121.0,3000.0,21000000.0,0001,T,X,1.0,X,C,,,,20201011.0,,,GRP03,918730413737.0,,C,USER003,1000.0,INR,NET30,EXW,DESTINATION,25303.12,,C,,X,,X,X,X,8.0,,1.0,MG02,Dock 9,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000199,Vendor 199 Ltd,Vendor 199 Pvt,Kolkata,IN,803 Industrial Area,460623.0,MH,919331426772.0,912246000008.0,1.0,EN,GSTIN0000000199,PAN00000199,,,,,1.0,20200912.0,1000.0,21000000.0,0002,C,,,,A,,,,20180210.0,,,GRP01,912557023069.0,,C,USER001,3000.0,EUR,NET60,FOB,DESTINATION,29703.99,,A,1.0,X,1.0,X,,,5.0,MRP4,1.0,,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000200,Vendor 200 Ltd,Vendor 200 Pvt,Hyderabad,IN,205 Industrial Area,413695.0,MH,919063978264.0,912273459459.0,1.0,EN,GSTIN0000000200,PAN00000200,,,,,1.0,20180815.0,3000.0,21000000.0,NET60,B,,,,B,,,P2070,20221208.0,,,,911617262027.0,,C,USER001,2000.0,INR,NET30,FOB,DESTINATION,3815.79,,A,2.0,X,3.0,X,,X,1.0,MRP3,1.0,,Dock 7,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,MRP002,,,,material,MAT00000001,20220407.0,USER016,20221114.0,USER008,DIEN,R,733.0,,L,EA,,,,,,LAB01,EK01,69.995,11.299,3000.0,EGPVLX,,S,PD,PD,EX,MRP005,485.523,81.965,4.445,0.0,4.0,0001,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP004,,,,material,MAT00000002,20200825.0,USER016,20231202.0,USER014,ROH,P,268.0,,L,EA,,,,ECN-7382,,LAB05,EK01,54.303,61.466,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,67.682,27.521,3.591,0.0,6.0,0001,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,MRP004,,,,material,MAT00000003,20220614.0,USER006,20240210.0,USER012,FERT,A,906.0,OLD-MAT-14501,KG,L,,,,,,LAB01,EK01,80.998,62.38,1000.0,EGPVLX,,S,PD,PD,EX,MRP002,448.349,3.896,4.334,0.0,1.0,0002,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,MRP002,,,,material,MAT00000004,20221110.0,USER003,20250208.0,USER002,ROH,M,294.0,,M,L,,,,,,LAB02,EK01,42.403,75.68,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,465.001,88.034,11.748,0.0,7.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,MRP001,,,,material,MAT00000005,20180826.0,USER001,20241126.0,USER017,HIBE,P,776.0,,M,PC,,,,,,LAB01,EK01,98.618,95.582,2000.0,EGPVLX,,S,PD,PD,EX,MRP001,366.61,79.057,41.335,0.0,7.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,MRP002,,,,material,MAT00000006,20191108.0,USER020,20250511.0,USER007,HALB,R,526.0,OLD-MAT-88496,KG,L,DRW-86072,A,A0,,8.0,LAB05,EK01,31.221,66.941,1000.0,EGPVLX,,S,PD,PD,EX,MRP001,342.504,89.168,37.523,0.0,8.0,0001,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,MRP003,,,,material,MAT00000007,20210724.0,USER004,20230827.0,USER013,ROH,A,543.0,OLD-MAT-51961,KG,M,,,,ECN-3960,,LAB04,EK01,82.797,83.531,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,60.671,14.403,38.197,0.0,4.0,0010,WH01,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,MRP003,,,,material,MAT00000008,20200718.0,USER009,20250810.0,USER017,NLAG,M,433.0,,KG,KG,,,,,,LAB01,EK01,98.128,54.938,2100.0,EGPVLX,,S,PD,PD,EX,MRP005,130.966,72.774,16.78,0.0,7.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,MRP004,,,,material,MAT00000009,20180826.0,USER011,20220507.0,USER002,HALB,A,826.0,,PC,L,,,,,,LAB01,EK01,24.767,15.035,1100.0,EGPVLX,X,S,PD,PD,EX,MRP004,147.637,30.621,48.261,0.0,6.0,0002,WH01,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,MRP002,,,,material,MAT00000010,20181026.0,USER004,20230219.0,USER006,NLAG,A,648.0,,EA,EA,,,,,,LAB01,EK01,43.52,83.901,2000.0,EGPVLX,,S,PD,PD,EX,MRP001,352.589,47.892,45.974,0.0,10.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,MRP002,,,,material,MAT00000011,20201116.0,USER010,20250203.0,USER001,ROH,P,532.0,,EA,KG,,,,ECN-6655,,LAB04,EK01,21.671,43.068,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,210.467,17.754,40.703,0.0,9.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MRP001,,,,material,MAT00000012,20180508.0,USER005,20241129.0,USER014,NLAG,M,751.0,OLD-MAT-50487,M,PC,,,,ECN-9711,,LAB01,EK01,33.624,17.321,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,153.806,16.008,24.092,0.0,6.0,0002,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,MRP004,,,,material,MAT00000013,20190314.0,USER011,20250314.0,USER004,ROH,M,329.0,,PC,PC,DRW-17094,B,A4,,7.0,LAB01,EK01,93.066,11.436,1100.0,EGPVLX,,S,PD,PD,EX,MRP004,86.309,19.989,15.533,0.0,5.0,0010,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP001,,,,material,MAT00000014,20190208.0,USER019,20250215.0,USER007,DIEN,C,239.0,,PC,PC,,,,,,LAB04,EK01,91.125,78.544,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,326.047,11.426,36.593,0.0,1.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,MRP004,,,,material,MAT00000015,20201113.0,USER011,20221109.0,USER007,FERT,M,387.0,,L,PC,,,,,,LAB03,EK01,60.587,14.77,2100.0,EGPVLX,,S,PD,PD,EX,MRP001,411.669,4.251,42.28,0.0,8.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,MRP001,,,,material,MAT00000016,20211116.0,USER013,20220419.0,USER012,NLAG,C,313.0,,EA,L,DRW-49855,C,A1,,7.0,LAB05,EK01,81.651,58.469,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,27.149,16.962,48.733,0.0,4.0,WH01,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP005,,,,material,MAT00000017,20180825.0,USER002,20250126.0,USER020,NLAG,R,629.0,,EA,M,,,,,,LAB05,EK01,36.839,51.823,3000.0,EGPVLX,,S,PD,PD,EX,MRP005,30.155,70.368,45.082,0.0,5.0,0010,0010,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,MRP001,,,,material,MAT00000018,20190418.0,USER007,20240201.0,USER019,FERT,P,410.0,,PC,EA,,,,,,LAB05,EK01,17.918,65.27,1000.0,EGPVLX,,S,PD,PD,EX,MRP004,34.148,60.794,32.244,0.0,2.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP004,,,,material,MAT00000019,20181001.0,USER006,20240128.0,USER012,HALB,C,278.0,,PC,KG,,,,,,LAB01,EK01,93.71,93.024,3000.0,EGPVLX,X,S,PD,PD,EX,MRP005,39.448,44.093,20.439,0.0,8.0,0010,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,MRP004,,,,material,MAT00000020,20200918.0,USER020,20240929.0,USER008,ROH,R,648.0,OLD-MAT-75847,KG,L,DRW-69969,C,A0,,9.0,LAB01,EK01,93.132,72.046,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,265.406,89.411,35.334,0.0,4.0,0002,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,MRP001,,,,material,MAT00000021,20181223.0,USER009,20240910.0,USER005,DIEN,R,809.0,,EA,PC,DRW-95804,A,A1,,1.0,LAB03,EK01,10.041,40.04,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,39.709,22.302,3.411,0.0,2.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,MRP004,,,,material,MAT00000022,20200130.0,USER019,20240209.0,USER017,ROH,P,898.0,,L,M,,,,,,LAB01,EK01,83.755,13.206,3000.0,EGPVLX,X,S,PD,PD,EX,MRP002,490.222,24.216,33.453,0.0,8.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,MRP002,,,,material,MAT00000023,20200423.0,USER014,20220827.0,USER019,FERT,R,457.0,,PC,KG,DRW-31455,C,A4,ECN-7597,6.0,LAB05,EK01,79.435,59.902,1000.0,EGPVLX,,S,PD,PD,EX,MRP004,363.883,8.852,46.884,0.0,1.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,MRP004,,,,material,MAT00000024,20200315.0,USER008,20240204.0,USER012,FERT,M,204.0,OLD-MAT-26182,L,EA,,,,ECN-8812,,LAB01,EK01,58.786,52.761,2000.0,EGPVLX,,S,PD,PD,EX,MRP001,367.666,78.54,33.46,0.0,1.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,MRP001,,,,material,MAT00000025,20210515.0,USER012,20251008.0,USER012,ROH,C,394.0,,EA,PC,,,,,,LAB03,EK01,85.266,9.407,1000.0,EGPVLX,,S,PD,PD,EX,MRP002,147.228,65.961,15.772,0.0,8.0,0002,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,MRP005,,,,material,MAT00000026,20200509.0,USER020,20251018.0,USER012,DIEN,R,800.0,OLD-MAT-45841,EA,PC,DRW-85649,C,A4,,6.0,LAB04,EK01,93.912,35.63,1100.0,EGPVLX,,S,PD,PD,EX,MRP003,320.127,31.506,35.786,0.0,2.0,0002,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,MRP001,,,,material,MAT00000027,20190608.0,USER003,20240412.0,USER001,HIBE,P,229.0,,EA,KG,DRW-28030,B,A3,,6.0,LAB03,EK01,59.182,84.824,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,169.697,39.419,3.274,0.0,10.0,0002,0010,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
